player_id,link,name,position,career_begin,career_end,active,scraped
13125,/players/J/JoneWi20.htm,Willie Jones,DT-DE,1967,1971,False,True
13126,/players/J/JoneWi21.htm,Willie Jones,DE,1979,1981,False,True
13127,/players/J/JoneWi22.htm,Willie Jones,T,2001,2002,False,True
13128,/players/J/JoneXa00.htm,Xavier Jones,RB,2020,2020,False,True
13129,/players/J/JoneZa00.htm,Zay Jones,WR,2017,2024,True,True
13130,/players/D/DrewMa00.htm,Maurice Jones-Drew,RB,2006,2014,False,True
13131,/players/J/JoneHa02.htm,Harold Jones-Quartey,DB,2015,2016,False,True
13132,/players/J/JoneJa09.htm,Jaryd Jones-Smith,T,2020,2021,True,True
13133,/players/J/JoppBe00.htm,Bennie Joppru,TE,2006,2007,False,True
13134,/players/J/JordAk99.htm,Akeem Jordan,LB,2007,2014,False,True
13135,/players/J/JordAn00.htm,Andrew Jordan,TE,1994,2001,False,True
13136,/players/J/JordAn20.htm,Antony Jordan,LB,1998,2001,False,True
13137,/players/J/JordBr00.htm,Brevin Jordan,TE,2021,2024,True,True
13138,/players/J/JordBr20.htm,Brian Jordan,DB,1989,1991,False,True
13139,/players/J/JordBu00.htm,Buford Jordan,RB,1986,1992,False,True
13140,/players/J/JordCa00.htm,Cameron Jordan,DE,2011,2024,True,True
13141,/players/J/JordCh00.htm,Charles Jordan,WR,1994,1999,False,True
13142,/players/J/JordCu20.htm,Curtis Jordan,DB,1976,1986,False,True
13143,/players/J/JordDa20.htm,Darin Jordan,OLB-DE,1988,1994,False,True
13144,/players/J/JordDa21.htm,David Jordan,G,1984,1987,False,True
13145,/players/J/JordDi00.htm,Dion Jordan,DE,2013,2020,False,True
13146,/players/J/JordDo20.htm,Donald Jordan,RB,1984,1984,False,True
13147,/players/J/JordFr20.htm,Frank Jordan,WB,1920,1923,False,True
13148,/players/J/JordHe00.htm,Henry Jordan,DT-DE,1957,1969,False,True
13149,/players/J/JordJa20.htm,James Jordan,WR,2002,2003,False,True
13150,/players/J/JordJe20.htm,Jeff Jordan,DB,1965,1967,False,True
13151,/players/J/JordJe00.htm,Jeff Jordan,RB,1970,1972,False,True
13152,/players/J/JordJi20.htm,Jimmy Jordan,RB,1967,1967,False,True
13153,/players/J/JordKe20.htm,Ken Jordan,LB,1987,1987,False,True
13154,/players/J/JordKe21.htm,Kevin Jordan,WR,1996,1996,False,True
